"Condition","time","Phase","Group","n_samples","exp_sums","mean","median","iqr","sd","sem","CI_lower","CI_upper"
"Mut4",6,"Dark","1",32,12778,399.3125,276.5,633.5,396.447567008674,70.0826907541853,261.950426121797,536.674573878203
"Mut4",7,"Dark","1",32,16766,523.9375,353.5,463.5,615.361521724713,108.781576223204,310.725610602519,737.149389397481
"Mut4",8,"Dark","1",32,14682,458.8125,230,537.5,577.15612230672,102.027751971603,258.838106135657,658.786893864343
"Mut4",9,"Dark","1",32,12074,377.3125,225.5,596,446.595251372411,78.9476326727857,222.57513996134,532.04986003866
"Mut4",10,"Dark","1",32,14041,438.78125,260,555,552.718427666618,97.7077370724579,247.274085337983,630.288414662017
"Mut4",11,"Dark","1",32,12648,395.25,194.5,527.5,585.549700378118,103.511540964779,192.367379709032,598.132620290968
"Mut4",12,"Dark","1",32,13669,427.15625,219.5,476,567.465224705444,100.314627119192,230.539580846384,623.772919153616
"Mut4",13,"Dark","1",32,13864,433.25,307,539.75,463.655948640452,81.9635663552863,272.601409943639,593.898590056361
"Mut4",14,"Dark","1",32,9161,286.28125,184.5,373.5,394.437797898845,69.7274104126406,149.615525591224,422.946974408776
"Mut4",15,"Dark","1",32,14239,444.96875,363,705,501.093802587834,88.5817064551027,271.348605347999,618.588894652001
"Mut4",16,"Dark","1",32,12623,394.46875,317.5,478.75,420.302961727724,74.2997685976159,248.841203548673,540.096296451327
"Mut4",17,"Dark","1",32,15006,468.9375,341,751.75,492.77980016597,87.1119845822772,298.198010218737,639.676989781263
"Mut4",18,"Dark","1",32,14887,465.21875,199.5,467.75,727.315511886448,128.572432629268,213.216782046635,717.220717953365
"Mut4",19,"Dark","1",32,12297,384.28125,124.5,515.5,607.089791646152,107.319327115531,173.93536885356,594.62713114644
"Mut4",20,"Dark","1",32,14437,451.15625,301,590,559.754560809266,98.9515614370824,257.211189583319,645.101310416681
"Mut4",21,"Dark","1",32,13738,429.3125,212,615.5,578.265060191872,102.22378634623,228.953878761389,629.671121238611
"Mut4",22,"Dark","1",32,10842,338.8125,229.5,306,437.14066810316,77.2762826870406,187.3509859334,490.2740140666
"Mut4",23,"Dark","1",32,12132,379.125,193.5,658.5,480.732287513606,84.982265109048,212.559760386266,545.690239613734
"Mut4",24,"Dark","1",32,9495,296.71875,214,345.75,321.319681472537,56.8018314244832,185.387160408013,408.050339591987
"Mut4",25,"Dark","1",32,16485,515.15625,342.5,602.25,534.484081019167,94.4843295312282,329.966964118793,700.345535881207
"Mut4",26,"Dark","1",32,15601,487.53125,250.5,797.75,559.933693331112,98.9832278923144,293.524123331064,681.538376668936
"Mut4",27,"Dark","1",32,14027,438.34375,299.5,724,456.275921711711,80.6589495836232,280.252208816099,596.435291183901
"Mut4",28,"Dark","1",32,8765,273.90625,156.5,389.75,366.27799766377,64.7494139868705,146.997398585734,400.815101414266
"Mut4",29,"Dark","1",32,17004,531.375,287.5,812.5,583.36021904248,103.124491689852,329.25099628789,733.49900371211
"Mut4",30,"Dark","1",32,12170,380.3125,246.5,442.5,462.583867722837,81.7740474335798,220.035367030184,540.589632969816
"Mut4",31,"Dark","1",32,11853,370.40625,226,447.75,485.676771537707,85.8563346547756,202.12783407664,538.68466592336
"Mut4",32,"Dark","1",32,13717,428.65625,302.5,542.75,524.409628696265,92.7034011426622,246.957583760382,610.354916239618
"Mut4",33,"Dark","1",32,15438,482.4375,345.5,758.25,453.625889451479,80.1904856382299,325.264148149069,639.610851850931
"Mut4",34,"Dark","1",32,12244,382.625,326.5,474.25,469.371491224375,82.9739410850994,219.996075473205,545.253924526795
"Mut4",35,"Dark","1",32,12386,387.0625,183.5,709.75,413.602188293643,73.1152280140076,243.756653092545,530.368346907455
"Mut4",36,"Dark","1",32,14302,446.9375,214.5,447.75,616.741067511187,109.025447768348,233.247622374039,660.627377625961
"Mut4",37,"Dark","1",32,11708,365.875,192.5,583,386.123810162224,68.257691135824,232.089925373785,499.660074626215
"Mut4",38,"Dark","1",32,14860,464.375,308.5,567.5,451.668501761935,79.8444651110581,307.879848382326,620.870151617674
"Mut4",39,"Dark","1",32,12361,386.28125,205.5,453.75,588.218975814334,103.98340665523,182.473772955748,590.088727044252
"Mut4",40,"Dark","1",32,12602,393.8125,268,709.25,436.919379697031,77.2371640538977,242.427658454361,545.197341545639
"Mut4",41,"Dark","1",32,13268,414.625,211,462.5,574.940207269838,101.636029834325,215.418381524722,613.831618475278
"Mut4",42,"Dark","1",32,15599,487.46875,279.5,664.5,614.818776570945,108.685631528533,274.444912204075,700.492587795925
"Mut4",43,"Dark","1",32,15100,471.875,339,566,488.537234028542,86.3619977609253,302.605484388586,641.144515611414
"Mut4",44,"Dark","1",32,8081,252.53125,134.5,407.25,321.910324557091,56.9062433570703,140.995013020142,364.067486979858
"Mut4",45,"Dark","1",32,20764,648.875,292.5,1112,720.169995612595,127.309271876188,399.348827122671,898.401172877328
"Mut4",46,"Dark","1",32,12343,385.71875,268.5,393,377.151910386338,66.6716683429102,255.042280047896,516.395219952104
"Mut4",47,"Dark","1",32,11560,361.25,217.5,430.25,463.9266488184,82.0114198381602,200.507617117206,521.992382882794
"Mut4",48,"Dark","1",32,14821,463.15625,270.5,705.25,543.12804344149,96.0123806425148,274.971983940671,651.340516059329
"Mut4",49,"Dark","1",32,14017,438.03125,305,477.75,541.049546617647,95.6449508428113,250.56714634809,625.49535365191
"Mut4",50,"Dark","1",32,13177,411.78125,255,600.25,514.838385814485,91.0114284561396,233.398850225966,590.163649774034
"Mut4",51,"Dark","1",32,13718,428.6875,276,605.75,457.269415715054,80.8345761703313,270.251730706151,587.123269293849
"Mut4",52,"Dark","1",32,12763,398.84375,207.5,393,573.827956085693,101.439409745652,200.022506898521,597.664993101479
"Mut4",53,"Dark","1",32,11359,354.96875,218.5,441.5,379.383241792815,67.0661157350588,223.519163159285,486.418336840715
"Mut4",54,"Dark","1",32,15588,487.125,289,503.5,570.761616246788,100.897352322274,289.366189448342,684.883810551658
"Mut4",55,"Dark","1",32,12681,396.28125,192.5,314.25,508.532628722884,89.896717556143,220.08368358996,572.47881641004
"Mut4",56,"Dark","1",32,10044,313.875,137,529,364.715598435185,64.4732182145074,187.507492299566,440.242507700434
"MUT+DMSO",1,"Dark","1",32,11458,358.0625,179,431,503.384348603882,88.9866216102445,183.648721643921,532.476278356079
"MUT+DMSO",2,"Dark","1",32,12547,392.09375,233.5,726,430.656090572018,76.1299605006905,242.879027418647,541.308472581353
"MUT+DMSO",3,"Dark","1",32,10464,327,285,366.25,404.546978810269,71.5144780063179,186.831623107617,467.168376892383
"MUT+DMSO",4,"Dark","1",32,13871,433.46875,252,798,508.888160878457,89.9595673556769,257.147997982873,609.789502017127
"MUT+DMSO",5,"Dark","1",32,13058,408.0625,241.5,499,491.685772819947,86.9185860434832,237.702071354773,578.422928645227
"MUT+DMSO",6,"Dark","1",32,10350,323.4375,164,514,423.756772712077,74.910321889609,176.613269096366,470.261730903634
"MUT+DMSO",7,"Dark","1",32,12830,400.9375,230,577,588.856679945239,104.096137884069,196.909069747225,604.965930252775
"MUT+DMSO",8,"Dark","1",32,12255,382.96875,297.5,387.5,386.516659439401,68.3271377327929,249.047560043726,516.889939956274
"MUT+DMSO",9,"Dark","1",32,11984,374.5,218.5,348,535.599814498029,94.6815652084532,188.924132191432,560.075867808568
"MUT+DMSO",10,"Dark","1",32,10831,338.46875,179.5,370,468.303181667259,82.7850888520386,176.209975850004,500.727524149996
"MUT+DMSO",11,"Dark","1",32,11094,346.6875,180.5,429.75,470.138650619635,83.1095569877593,183.792768303992,509.582231696008
"MUT+DMSO",12,"Dark","1",32,6146,192.0625,108,322.5,233.254110014614,41.2338907327416,111.244074163826,272.880925836174
"MUT+DMSO",13,"Dark","1",32,12633,394.78125,299,414.5,429.688164075733,75.9588536533872,245.901896839361,543.660603160639
"MUT+DMSO",14,"Dark","1",32,10437,326.15625,200.5,538.5,387.32133107804,68.4693849258705,191.956255545294,460.356244454706
"MUT+DMSO",15,"Dark","1",32,5810,181.5625,120,235.75,239.075360976004,42.2629522401885,98.7271136092306,264.397886390769
"MUT+DMSO",16,"Dark","1",32,12191,380.96875,286,475.75,460.133184392337,81.3408237331954,221.540735482937,540.396764517063
"MUT+DMSO",17,"Dark","1",32,10020,313.125,164.5,312,453.157079509608,80.1076109659839,156.114082506672,470.135917493328
"MUT+DMSO",18,"Dark","1",32,6284,196.375,7,223.5,379.613959259293,67.10690120633,64.8454736355933,327.904526364407
"MUT+DMSO",19,"Dark","1",32,10402,325.0625,197,373.25,366.445431179402,64.7790123304459,198.095635832326,452.029364167674
"MUT+DMSO",20,"Dark","1",32,8869,277.15625,185,434.5,318.46903018266,56.2979027100155,166.81236068837,387.50013931163
"MUT+DMSO",21,"Dark","1",32,10595,331.09375,160.5,533.25,411.711483646168,72.780995494645,188.442998830496,473.744501169504
"MUT+DMSO",22,"Dark","1",32,10635,332.34375,168.5,474.25,415.855248495931,73.5135165508725,188.25725756029,476.43024243971
"MUT+DMSO",23,"Dark","1",32,13741,429.40625,292.5,554.5,486.092640803734,85.9298506492993,260.983742727373,597.828757272627
"MUT+DMSO",24,"Dark","1",32,9281,290.03125,226,469.75,301.292750614051,53.2615367703857,185.638637930044,394.423862069956
"MUT+DMSO",25,"Dark","1",32,13851,432.84375,304,429.5,436.065037275257,77.0861362239246,281.754923001108,583.932576998892
"MUT+DMSO",26,"Dark","1",32,11395,356.09375,183,476,412.646561206811,72.9462954156615,213.119010985304,499.068489014696
"MUT+DMSO",27,"Dark","1",32,9397,293.65625,210,392.5,340.824201148788,60.249775956199,175.56668912585,411.74581087415
"MUT+DMSO",28,"Dark","1",32,14501,453.15625,265.5,487.75,603.485847677287,106.68223381068,244.059071731066,662.253428268934
"MUT+DMSO",29,"Dark","1",32,9981,311.90625,133.5,467.75,389.025113989465,68.7705740384551,177.115924884628,446.696575115372
"MUT+DMSO",30,"Dark","1",32,12408,387.75,244,425,457.904624524901,80.9468662845593,229.094142082264,546.405857917736
"MUT+DMSO",31,"Dark","1",32,7725,241.40625,112.5,381.5,325.157813731494,57.480323761333,128.744815427787,354.067684572213
"MUT+DMSO",32,"Dark","1",32,13442,420.0625,136.5,483.25,602.800343424138,106.561052634197,211.202836836974,628.922163163026
"MUT+DMSO",33,"Dark","1",32,8973,280.40625,158.5,295.25,413.773341364803,73.145483888317,137.041101578899,423.771398421101
"MUT+DMSO",34,"Dark","1",32,13607,425.21875,315.5,469.5,451.000875070677,79.7264442708856,268.954919229064,581.482580770936
"MUT+DMSO",35,"Dark","1",32,9291,290.34375,186.5,370.5,385.466170171617,68.1414357115896,156.786536005284,423.900963994716
"MUT+DMSO",36,"Dark","1",32,14849,464.03125,319,662.5,457.689533056367,80.9088431255653,305.449917473892,622.612582526108
"MUT+DMSO",37,"Dark","1",32,11902,371.9375,144,564.5,582.255289176658,102.929165839637,170.196334954311,573.678665045689
"MUT+DMSO",38,"Dark","1",32,13045,407.65625,238.5,535.25,462.720748321727,81.7982447335018,247.331690322336,567.980809677664
"MUT+DMSO",39,"Dark","1",32,9588,299.625,121.5,413.5,447.975499762093,79.1916284218021,144.409408293268,454.840591706732
"MUT+DMSO",40,"Dark","1",32,11442,357.5625,118.5,348.75,554.461024983548,98.0157876673776,165.45155617194,549.67344382806
"MUT+DMSO",41,"Dark","1",32,13110,409.6875,223,517,530.726126899923,93.820010820952,225.800278790934,593.574721209066
"MUT+DMSO",42,"Dark","1",32,9461,295.65625,186.5,347.25,337.150737741559,59.6003932347759,178.839479259839,412.473020740161
"MUT+DMSO",43,"Dark","1",32,10241,320.03125,267,517,319.309182189685,56.4464220053642,209.396262869486,430.666237130514
"MUT+DMSO",44,"Dark","1",32,11293,352.90625,202,415.75,424.677362117598,75.0730606424421,205.763051140813,500.049448859187
"MUT+DMSO",45,"Dark","1",32,7664,239.5,153,320.25,287.78027012109,50.8728451235798,139.789223557784,339.210776442216
"MUT+DMSO",46,"Dark","1",32,12698,396.8125,259.5,430.5,526.356032916026,93.0474800483429,214.439439105248,579.185560894752
"MUT+DMSO",47,"Dark","1",32,10957,342.40625,171.5,388.25,514.399170932897,90.9337855008473,164.176030418339,520.636469581661
"MUT+DMSO",48,"Dark","1",32,8728,272.75,147,348.75,408.463762360005,72.2068740584324,131.224526845472,414.275473154528
"MUT+DMSO",49,"Dark","1",32,13624,425.75,157.5,623.25,640.979240768977,113.310191936887,203.662023803701,647.837976196299
"MUT+DMSO",50,"Dark","1",32,11735,366.71875,299.5,370.5,358.377457742172,63.3527826484712,242.547296008996,490.890203991004
"MUT+DMSO",51,"Dark","1",32,11167,348.96875,180,400,439.453288234737,77.6851000313772,196.705953938501,501.231546061499
"MUT+DMSO",52,"Dark","1",32,12774,399.1875,291.5,308.75,514.372680099029,90.9291025387805,220.96645902399,577.40854097601
"MUT+DMSO",53,"Dark","1",32,12099,378.09375,235,627,437.838485419585,77.399640526159,226.390454568728,529.797045431271
"MUT+DMSO",54,"Dark","1",32,7928,247.75,164.5,274.75,318.485630404566,56.3008372423852,137.400359004925,358.099640995075
"MUT+DMSO",55,"Dark","1",32,11998,374.9375,198,536,491.895473915002,86.9556563100671,204.504413632268,545.370586367732
"MUT+DMSO",56,"Dark","1",32,8367,261.46875,147,350,359.413140332332,63.535867194136,136.938450299493,385.999049700507
"WT+DMSO",57,"Trans 1","1",32,13171,411.59375,255,489.75,491.113537846852,86.8174282360064,241.431590657428,581.755909342572
"WT+DMSO",58,"Trans 1","1",32,11655,364.21875,234.5,553.5,447.486798102253,79.1052373573896,209.172484779516,519.265015220484
"WT+DMSO",59,"Trans 1","1",32,13381,418.15625,295.5,470.5,506.844005356805,89.5982082978869,242.543761736142,593.768738263858
"WT+DMSO",60,"Trans 1","1",32,14061,439.40625,289,449.75,345.331524618245,61.0465657037625,319.754981220626,559.057518779375
"WT+DMSO",61,"Trans 1","1",32,47646,1488.9375,1158.5,1712,1253.97962471228,221.674374025954,1054.45572690913,1923.41927309087
"WT+DMSO",62,"Trans 1","1",32,30552,954.75,344,1100.5,1667.5141243296,294.777636259452,376.985832931474,1532.51416706853
"WT+DMSO",63,"Trans 1","1",32,26827,838.34375,188.5,936.75,1515.74628929385,267.948619929506,313.164454938168,1363.52304506183
"WT+DMSO",64,"Trans 1","1",32,17356,542.375,11.5,600.75,1015.55440920933,179.526352353954,190.50334938625,894.24665061375
"WT+DMSO",65,"Trans 1","1",32,12146,379.5625,0,203,1088.08188548295,192.347519927809,2.56136094149366,756.563639058506
"WT+DMSO",66,"Trans 1","1",32,10313,322.28125,0,5,870.052991874262,153.805092636484,20.8232684324919,623.739231567508
"WT+DMSO",67,"Trans 1","1",32,3882,121.3125,0,0,479.449915814148,84.7555716778758,-44.8084204886366,287.433420488637
"WT+DMSO",68,"Trans 1","1",32,2193,68.53125,0,0,244.970832282855,43.3051341750299,-16.3468129830585,153.409312983058
"WT+DMSO",69,"Trans 1","1",32,1233,38.53125,0,0.25,92.7013882260253,16.3874450600073,6.41185768238567,70.6506423176143
"WT+DMSO",70,"Trans 1","1",32,927,28.96875,0,0,109.990464212776,19.4437507776775,-9.14100152424795,67.078501524248
"WT+DMSO",71,"Trans 1","1",32,1176,36.75,0,0,143.760553609791,25.4135155811538,-13.0604905390615,86.5604905390615
"WT+DMSO",72,"Trans 1","1",32,2046,63.9375,0,0,210.563903027239,37.2227909259168,-9.01917021479697,136.894170214797
"Mut1",57,"Trans 1","1",32,8678,271.1875,88,389.5,417.319127326148,73.7722962127929,126.593799422926,415.781200577074
"Mut1",58,"Trans 1","1",32,11467,358.34375,214,448.5,479.975040303677,84.8484014497541,192.040883158482,524.646616841518
"Mut1",59,"Trans 1","1",32,9720,303.75,107,468.5,384.595220811398,67.9874721619192,170.494554562638,437.005445437362
"Mut1",60,"Trans 1","1",32,16563,517.59375,417,630,549.190539787363,97.0840887117862,327.308936124899,707.878563875101
"Mut1",61,"Trans 1","1",32,64145,2004.53125,2033,1955.5,1428.57829133576,252.539349314852,1509.55412534289,2499.50837465711
"Mut1",62,"Trans 1","1",32,35464,1108.25,773.5,1228.25,1184.4525889557,209.383614411135,697.858115754175,1518.64188424583
"Mut1",63,"Trans 1","1",32,26773,836.65625,482,1528,992.63187502443,175.474182512923,492.726852274671,1180.58564772533
"Mut1",64,"Trans 1","1",32,13088,409,32.5,680.25,611.728012510726,108.139256472026,197.047057314829,620.952942685171
"Mut1",65,"Trans 1","1",32,12107,378.34375,0,320,776.043422852888,137.186391698624,109.458422270697,647.229077729303
"Mut1",66,"Trans 1","1",32,9526,297.6875,5,277,531.798618051317,94.0096022624302,113.428679565637,481.946320434363
"Mut1",67,"Trans 1","1",32,4658,145.5625,0,134,352.519405780182,62.3172155817548,23.4207574597606,267.704242540239
"Mut1",68,"Trans 1","1",32,4960,155,0,5.75,474.652198643827,83.9074470915386,-9.45859629941572,319.458596299416
"Mut1",69,"Trans 1","1",32,7989,249.65625,0,0,816.55632559114,144.348128761566,-33.2660823726699,532.57858237267
"Mut1",70,"Trans 1","1",32,2867,89.59375,0,0,269.200711710582,47.5884121876993,-3.67953788789069,182.867037887891
"Mut1",71,"Trans 1","1",32,1693,52.90625,0,0,220.710050544352,39.0163933539842,-23.565880973809,129.378380973809
"Mut1",72,"Trans 1","1",32,339,10.59375,0,0,57.7764654481167,10.2135326278384,-9.42477395056324,30.6122739505632
"Mut2",57,"Trans 1","1",32,14441,451.28125,136,642.5,601.028700639109,106.247867477413,243.03542974427,659.52707025573
"Mut2",58,"Trans 1","1",32,10898,340.5625,212.5,508,422.453886584468,74.6800019856225,194.18969610818,486.93530389182
"Mut2",59,"Trans 1","1",32,15752,492.25,208,654.5,745.391648516013,131.767872326373,233.984970240309,750.515029759691
"Mut2",60,"Trans 1","1",32,15564,486.375,353.5,389.75,532.793777814099,94.185523316587,301.771374299489,670.978625700511
"Mut2",61,"Trans 1","1",32,69035,2157.34375,1396.5,2677.75,1875.74108553384,331.587310332799,1507.43262174771,2807.25487825229
"Mut2",62,"Trans 1","1",32,30316,947.375,620,1356.25,1119.28395169239,197.863318078741,559.562896565668,1335.18710343433
"Mut2",63,"Trans 1","1",32,18688,584,215.5,863,778.230664868672,137.573045113988,314.356831576583,853.643168423417
"Mut2",64,"Trans 1","1",32,18643,582.59375,6.5,604,1282.1409227406,226.652635226665,138.354584955737,1026.83291504426
"Mut2",65,"Trans 1","1",32,8748,273.375,0,140,695.375171423497,122.926124795578,32.4397954006668,514.310204599333
"Mut2",66,"Trans 1","1",32,5927,185.21875,0,0.75,513.430381898512,90.7625261769091,7.32419869325813,363.113301306742
"Mut2",67,"Trans 1","1",32,2364,73.875,0,0.25,238.965478678407,42.2435276107477,-8.92231411706541,156.672314117065
"Mut2",68,"Trans 1","1",32,2067,64.59375,0,0.25,281.817701242968,49.8188019018269,-33.0511017275807,162.238601727581
"Mut2",69,"Trans 1","1",32,1417,44.28125,0,0,178.165061991728,31.495430876218,-17.4497945173874,106.012294517387
"Mut2",70,"Trans 1","1",32,2690,84.0625,0,0,293.323221202779,51.8527096979916,-17.5688110080635,185.693811008064
"Mut2",71,"Trans 1","1",32,2764,86.375,0,0,313.472306746185,55.4145984536042,-22.2376129690642,194.987612969064
"Mut2",72,"Trans 1","1",32,2737,85.53125,0,0,349.2409265799,61.7376568631301,-35.474557451735,206.537057451735
"Mut3",57,"Trans 1","1",32,10427,325.84375,128.5,357.25,524.016135517083,92.6338407188246,144.281422191104,507.406077808896
"Mut3",58,"Trans 1","1",32,15145,473.28125,246,722,504.719227880151,89.2225971573232,298.404959571646,648.157540428354
"Mut3",59,"Trans 1","1",32,20295,634.21875,313.5,871.25,726.964157361771,128.510321337518,382.338520178464,886.098979821536
"Mut3",60,"Trans 1","1",32,24076,752.375,558.5,852,684.459228503693,120.996440480169,515.22197665887,989.52802334113
"Mut3",61,"Trans 1","1",32,55204,1725.125,1591.5,2197.25,1346.27904766937,237.990760994095,1258.66310845157,2191.58689154843
"Mut3",62,"Trans 1","1",32,35309,1103.40625,882.5,1949.5,1049.29259916829,185.49047808019,739.844912962828,1466.96758703717
"Mut3",63,"Trans 1","1",32,21698,678.0625,176,998.75,939.188563206593,166.026650464058,352.650265090446,1003.47473490955
"Mut3",64,"Trans 1","1",32,16038,501.1875,69.5,868,713.98488451968,126.21588837714,253.804358780806,748.570641219194
"Mut3",65,"Trans 1","1",32,18237,569.90625,0,782.75,1144.02005845755,202.236085287192,173.523522837104,966.288977162896
"Mut3",66,"Trans 1","1",32,16175,505.46875,2.5,614.75,845.109917812756,149.395738433351,212.653102670631,798.284397329369
"Mut3",67,"Trans 1","1",32,5447,170.21875,0,209.25,363.377945464498,64.2367523428956,44.3147154079247,296.122784592075
"Mut3",68,"Trans 1","1",32,6084,190.125,0,205.25,372.48249580003,65.8462246633727,61.0663996597895,319.183600340211
"Mut3",69,"Trans 1","1",32,4235,132.34375,0,52.5,358.478200117772,63.3705915527062,8.13739055669583,256.550109443304
"Mut3",70,"Trans 1","1",32,4374,136.6875,0,7.25,410.128574450312,72.5011740380469,-5.41480111457184,278.789801114572
"Mut3",71,"Trans 1","1",32,3262,101.9375,0,2,311.720919175491,55.1049939466733,-6.0682881354797,209.94328813548
"Mut3",72,"Trans 1","1",32,2969,92.78125,0,0,308.921927121484,54.6101973812045,-14.2547368671608,199.817236867161
"Mut4",57,"Trans 1","1",32,14012,437.875,282,462.5,526.564504519014,93.0843329693823,255.429707380011,620.320292619989
"Mut4",58,"Trans 1","1",32,13363,417.59375,217,438.5,583.584024377008,103.16405525728,215.392201695732,619.795298304268
"Mut4",59,"Trans 1","1",32,12516,391.125,239,470.75,529.25435984917,93.5598367054733,207.747720057272,574.502279942728
"Mut4",60,"Trans 1","1",32,15632,488.5,251.5,459,491.918364588429,86.9597028476687,318.058982418569,658.941017581431
"Mut4",61,"Trans 1","1",32,62579,1955.59375,1540,1733.5,1412.96763562175,249.779749186315,1466.02544159482,2445.16205840518
"Mut4",62,"Trans 1","1",32,34965,1092.65625,673.5,1092.25,1351.86594127727,238.978393583073,624.258598577176,1561.05390142282
"Mut4",63,"Trans 1","1",32,25260,789.375,123,1262.75,1166.16472996715,206.150747135088,385.319535615228,1193.43046438477
"Mut4",64,"Trans 1","1",32,16975,530.46875,164,753.75,747.148341464549,132.078414700466,271.595057187086,789.342442812914
"Mut4",65,"Trans 1","1",32,17518,547.4375,97.5,810,766.200636467094,135.446416448833,281.962523760288,812.912476239712
"Mut4",66,"Trans 1","1",32,9178,286.8125,5,327.25,764.627062269469,135.168245202373,21.8827394033498,551.74226059665
"Mut4",67,"Trans 1","1",32,11973,374.15625,0,139.75,845.2817094595,149.426107192942,81.281079901833,667.031420098167
"Mut4",68,"Trans 1","1",32,7980,249.375,0,120.25,700.109749460985,123.763087854669,6.79934780484828,491.950652195152
"Mut4",69,"Trans 1","1",32,2202,68.8125,0,0,237.471823455929,41.9794841766055,-13.4672889861468,151.092288986147
"Mut4",70,"Trans 1","1",32,940,29.375,0,0,89.4242335633194,15.8081204887582,-1.60891615796607,60.3589161579661
"Mut4",71,"Trans 1","1",32,2241,70.03125,0,1.25,224.584273194115,39.7012656308528,-7.78323063647143,147.845730636471
"Mut4",72,"Trans 1","1",32,2169,67.78125,0,1,231.05518603125,40.845172217754,-12.2752875467978,147.837787546798
"MUT+DMSO",57,"Trans 1","1",32,10423,325.71875,171,417.25,409.809730388345,72.4448098384573,183.726922716624,467.710577283376
"MUT+DMSO",58,"Trans 1","1",32,11912,372.25,253,563,403.689996040558,71.3629834243623,232.37855248825,512.12144751175
"MUT+DMSO",59,"Trans 1","1",32,13220,413.125,310,666.75,442.78530077301,78.2741221965801,259.707720494703,566.542279505297
"MUT+DMSO",60,"Trans 1","1",32,17164,536.375,349,472.25,585.792529055103,103.55446741582,333.408243864992,739.341756135008
"MUT+DMSO",61,"Trans 1","1",32,53951,1685.96875,1218.5,1519.75,1311.22367089714,231.793787335921,1231.65292682159,2140.28457317841
"MUT+DMSO",62,"Trans 1","1",32,34088,1065.25,484.5,1236,1453.41167047432,256.929312012016,561.668548456449,1568.83145154355
"MUT+DMSO",63,"Trans 1","1",32,14190,443.4375,124,686.5,725.93063462725,128.327618603996,191.915367536168,694.959632463832
"MUT+DMSO",64,"Trans 1","1",32,5369,167.78125,0,72.5,455.618242460619,80.54268721905,9.91758305066196,325.644916949338
"MUT+DMSO",65,"Trans 1","1",32,4077,127.40625,0,0,462.472726963963,81.7544003375132,-32.8323746615258,287.644874661526
"MUT+DMSO",66,"Trans 1","1",32,3188,99.625,0,19.25,256.899723125455,45.4138840767389,10.6137872095917,188.636212790408
"MUT+DMSO",67,"Trans 1","1",32,939,29.34375,0,0,81.4769349412418,14.4032233018118,1.11343232844884,57.5740676715512
"MUT+DMSO",68,"Trans 1","1",32,1969,61.53125,0,0,220.975547380977,39.0633270073746,-15.0328709344542,138.095370934454
"MUT+DMSO",69,"Trans 1","1",32,1318,41.1875,0,0,168.817794028488,29.8430517356245,-17.304881401824,99.679881401824
"MUT+DMSO",70,"Trans 1","1",32,909,28.40625,0,0,77.8268795820819,13.7579785777697,1.44061198757132,55.3718880124287
"MUT+DMSO",71,"Trans 1","1",32,531,16.59375,0,0,67.6680032907344,11.962125999058,-6.85201695815362,40.0395169581536
"MUT+DMSO",72,"Trans 1","1",32,1906,59.5625,0,0,248.96067023243,44.0104445425247,-26.6979713033485,145.822971303348
"WT+DMSO",73,"Light","1",32,2410,75.3125,0,0,255.395384491096,45.1479520643499,-13.1774860461258,163.802486046126
"WT+DMSO",74,"Light","1",32,1168,36.5,0,0,132.443049233709,23.4128445585448,-9.3891753347478,82.3891753347478
"WT+DMSO",75,"Light","1",32,4327,135.21875,0,0,388.939396089732,68.7554211114124,0.458124621631612,269.979375378368
"WT+DMSO",76,"Light","1",32,3205,100.15625,0,0,290.978117941827,51.4381500933912,-0.66252418304677,200.975024183047
"WT+DMSO",77,"Light","1",32,4121,128.78125,0,0.25,601.42597937681,106.318097099776,-79.6022203155604,337.16472031556
"WT+DMSO",78,"Light","1",32,7390,230.9375,0,0,658.192193595212,116.353040853806,2.8855399265405,458.989460073459
"WT+DMSO",79,"Light","1",32,2716,84.875,0,0,242.784884208222,42.9187094983062,0.754329383319842,168.99567061668
"WT+DMSO",80,"Light","1",32,3183,99.46875,0,0,456.170736596967,80.6403553066444,-58.586346401023,257.523846401023
"WT+DMSO",81,"Light","1",32,5854,182.9375,0,0,776.340918523682,137.238982000172,-86.0509047203372,451.925904720337
"WT+DMSO",82,"Light","1",32,2541,79.40625,0,0,273.953122829554,48.4285277200021,-15.5136643312042,174.326164331204
"WT+DMSO",83,"Light","1",32,1991,62.21875,0,0,202.682611309948,35.8295622214653,-8.00719195407201,132.444691954072
"WT+DMSO",84,"Light","1",32,715,22.34375,0,0,94.0763620425518,16.6305083874123,-10.2520464393281,54.9395464393281
"WT+DMSO",85,"Light","1",32,5854,182.9375,0,0,615.803693977333,108.859741972774,-30.4275942666379,396.302594266638
"WT+DMSO",86,"Light","1",32,1466,45.8125,0,0,160.115369192382,28.3046658320303,-9.66464503077936,101.289645030779
"WT+DMSO",87,"Light","1",32,3059,95.59375,0,23,202.358012248015,35.7721806720004,25.4802758828791,165.707224117121
"WT+DMSO",88,"Light","1",32,4327,135.21875,0,32.25,298.593556352379,52.7843821288437,31.7613610274664,238.676138972534
"WT+DMSO",89,"Light","1",32,3148,98.375,0,14,243.986217220458,43.1310771781599,13.8380887308066,182.911911269193
"WT+DMSO",90,"Light","1",32,2682,83.8125,0,6.25,235.5022686693,41.6313127902195,2.21512693116972,165.40987306883
"WT+DMSO",91,"Light","1",32,2570,80.3125,0,88.75,151.456889959252,26.774048486903,27.8353649656701,132.78963503433
